F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,Class
14.043,-3.8951,9273.81,3.222,-17.058,-5510.8,4.6992,-3.6681,-5.0377,1,-1963.57,7.195,-2945.59,-4.5171,-2285.61,0,10.1068,4300.6,2.04,13075.71,14.86,False
15.882,-3.9965,5619.81,3.18,-20.93,-5457,4.4547,-1.47522,-4.7218,1,-2053.25,13.123,-3619.69,-3.87243,1636.08,0,12.15,3712.52,0.04,12722.7,14.04,True
13.0956,-3.6424,10485.03,2.534,-61.04,-5459.602,4.6616,-4.434,-8.899,0,-1941.29,3.653,-3310.39,-5.0949,-2351.19,0,12.282,3922.42,0.04,11558.91,,True
17.361,-3.9298,10774.29,3.152,-17.412,-5458.926,4.40736,-3.3489,-5.844,0,-2123.31,9.816,-3802.61,-3.783252,-2324.46,1,14.722,3467,2.04,15001.71,15.5,True
12.25437,-4.823,10427.46,2.536,-16.816,-5484.846,4.8199,-3.3102,-5.629,0,-2161.96,7.919,-424.59,-8.637,-2158.59,0,11.23,3196.8,0.04,13407.21,15.06,True
12.5586,-4.4244,10590.72,0.7036,-21.968,-5444.28,4.8001,-2.5854,-8.605,0,-2613.16,9.434,-4680.49,-3.808086,-2188.89,1,14.042,3401.2,2.04,13281.21,15.33,True
12.4914,-4.937,10417.59,2.47,-23.274,-5469.1154,4.5107,-10.992,-8.078,0,-1876.46,3.833,-4540.19,-4.2039,-2415.228,1,13.092,3791.3,2.04,14348.61,,True
12.789,-4.665,9863.01,1.1512,-27.066,-5416.06,5.555,-8.817,-5.4927,0,-2269.96,7.094,-4148.39,-4.9644,-2305.56,0,9.4848,1556,2.04,12809.85,13.98,False
13.3023,-4.4063,10270.98,2.168,-22.38,-5509.02,5.0434,-1.5984,-7.351,0,-1963.53,4.156,-4060.69,-3.7810776,-768.12,0,10.571,3825.84,0.04,12592.8,14.89,False
16.167,-6.185,7155.81,2.0112,-41.94,-5876.26,4.6954,-4.398,-4.66441,1,-2202.06,2.602,-3460.39,-3.96384,-2152.32,1,13.632,3618.1,0.04,12197.31,14.32,False
12.8319,-3.8261,9917.91,7.396,-27.648,-5412.86,5.2872,-2.7423,-5.693,1,-2055.9,5.1826,-4313.49,-3.80016,-1784.82,0,11.99,3582.36,2.04,12341.88,,False
17.568,-4.689,11287.11,1.5744,-31.69,-5469.1064,4.9286,-12.39,-5.2973,1,-2194.26,11.512,-3551.99,-3.789402,-2400.321,1,9.362,1216,0.04,12141.81,,False
18.756,-4.1634,10271.46,1.466,-21.892,-5518.44,5.2398,-2.0025,-6.637,1,-2145.96,7.929,-3637.48,-3.8346,-1490.22,0,9.8008,2994.6,2.04,12910.11,16.57,True
19.509,-4.4238,12477.51,0.6194,-43.96,-5427.5,4.9255,-7.959,-4.9133,0,-3059.76,15.432,-3756.99,-3.89628,-2383.914,0,9.7722,948,2.04,12718.29,,False
12.5082,-3.9479,10045.41,1.1576,-15.994,-5474.078,7.129,-3.4632,-5.75,0,-2410.76,6.0875,-3944.89,-3.87342,-1934.82,1,9.7866,2495.6,2.04,12509.58,,False
14.6709,-4.4939,9246.51,2.596,-24.048,-5469.5763,4.4743,-3.1659,-5.1387,1,-2066.41,0.616,-3597.49,-7.971,-2013.42,0,14.824,3703.74,2.04,13327.71,,False
13.0851,-4.4063,10680.06,0.7588,-24.154,-5446.58,4.36374,-2.6004,-5.1893,0,-2467.76,13.803,-3053.59,-4.4598,-2290.74,0,9.7952,1596,2.04,29764.41,14.65,True
13.6194,-4.775,9811.11,2.08,-21.518,-5491.96,4.9039,-2.1525,-5.2748,0,-1971.98,9.565,-3950.89,-3.84066,-1974.42,0,9.4944,3862.34,0.04,12345.15,14.26,False
14.0391,-4.683,8642.01,0.33164,-15.402,-4879.86,6.698,-5.106,-4.8477,0,-3519.76,1.871,-3377.29,-3.784002,-2221.26,0,9.5488,2028.4,2.04,12724.65,14.01,True
12.4569,-4.828,10547.787,0.8122,-62.34,-5503.58,4.9596,-3.1701,-8.597,1,-2235.76,6.1127,-2330.59,-7.221,-2281.62,0,10.9376,3315.4,0.04,13004.31,,True
14.1492,-3.79,8284.41,1.3334,-17.146,-5460.104,4.679,-3.4959,-4.9777,1,-2472.06,5.80782,-4055.09,-4.4313,-1819.62,0,9.7334,1452,0.04,13658.01,13.62,False
14.1003,-5.049,11122.11,0.9108,-37.9,-5535.76,4.9899,-10.146,-4.8297,0,-1749.26,8.783,-3484.89,-6.5406,-2452.71,0,11.76,3588.76,2.04,13387.71,15.83,True
15.987,-4.645,11092.41,1.2354,-17.31,-5406.5,5.694,-4.1382,-4.7787,0,-1932.87,8.6,-3832.89,-3.97389,-2430.252,0,13.308,3684.98,2.04,12375,,False
14.6475,-6.721,8978.01,3.622,-16.208,-5431.98,4.9582,-2.6799,-4.9952,1,-2097.56,8.266,-3401.49,-5.2086,-1865.52,1,11.506,3392.2,2.04,13502.61,16.87,True
14.328,-4.4145,10563.003,1.9238,-26.964,-5446.16,4.474,-4.2777,-5.5288,1,-1801.96,2.984,-3735.24,-5.2698,-2546.94,0,9.2828,4980.8,2.04,13062.51,,False
17.367,-3.8738,14370.81,0.2703,-54.88,-5278.5,4.6456,-9.708,-4.6758,0,1447.24,8.77,-3759.58,-4.02066,-2491.14,1,10.6342,3735.692,0.04,12881.61,13.23,False
12.45,-4.573,9518.01,0.8082,-74.76,-5480.54,4.4542,-2.2011,-5.0553,1,-1744.56,3.574,-3709.93,-6.5166,-2226.81,1,11.362,3730.958,0.04,14798.01,,True
16.629,-6.12,8895.81,8.38,-37.18,-5425.4,4.8835,-4.638,-4.8763,1,-2066.87,-4.42,-3457.89,-3.7804983,-2125.71,1,9.6722,3173.6,2.04,12187.41,12.84,False
12.5187,-5.175,10042.41,0.5916,-27.986,-5480.834,6.81,-2.0955,-5.1361,1,-2061.09,10.549,-3975.89,-4.2174,-2113.98,0,10.262,3196.2,2.04,12681.66,,True
17.325,-3.8274,9892.41,5.28,-33.66,-5466.338,4.7509,-8.208,-5.638,0,-1970.73,1.7,-3821.72,-4.3422,-2396.4,1,10.032,3672.34,0.04,14041.71,14.12,False
12.6408,-3.60868,10584.411,0.9474,-14.3804,-5625.72,4.4488,-4.836,-9.134,1,-2350.16,4.9164,-2486.59,-5.253,-2322.27,0,14.872,3571.78,0.04,13677.21,15.45,True
12.5712,-3.7167,10139.91,1.0736,-30.92,-5409.42,5.938,-2.1783,-5.629,1,-2240.16,8.097,-2395.59,-11.808,-1606.62,1,11.336,3595.66,0.04,12471.24,,False
24.696,-4.2082,10036.41,1.0716,-15.408,-5447.1,4.444,-5.064,-5.648,0,-1809.06,4.552,-3755.64,-10.281,-2332.14,0,11.6,3856.18,2.04,11791.71,13.75,False
12.723,-4.947,10635.69,2.636,-15.148,-5460.596,4.7407,-9.648,-8.002,0,-1889.66,10.158,-4147.99,-3.98955,-2473.29,1,10.4164,3723.14,2.04,12709.32,,False
13.6557,-4.2749,11022.51,6.206,-28.258,-5456.812,4.5882,-1.9956,-5.1728,0,-2034.684,8.324,-3597.49,-7.311,-2675.85,0,9.1488,-4858,2.04,14426.01,14.82,False
13.6509,-4.1269,9717.21,2.21,-36.64,-5704.06,6.238,-2.529,-5.651,0,-1931.79,3.218,-3052.39,-5.6322,-1978.32,1,9.5338,5174.2,0.04,12589.77,,True
21.777,-3.8996,8358.21,0.6132,-61.88,-5404.88,4.5809,-1.8153,-5.0031,0,-2293.56,8.848,-3668.82,-3.7814751,-612.72,0,10.6384,3686.84,2.04,12881.91,14.64,True
15.036,-3.9735,10261.53,0.474,-48.34,-5500.32,4.8219,-2.0436,-5.4433,0,-1979.31,12.55,-3500.89,-3.794169,-2027.52,0,10.1544,3638.5,2.04,12573.57,14.12,False
13.4187,-3.8365,10553.73,1.0216,-17.2,-5471.886,4.36958,-4.1535,-7.578,1,-2127.52,-4.82,-3920.79,-5.7762,-2383.632,1,10.8096,3080.2,2.04,21616.41,15.37,True
12.4179,-3.8376,9996.21,0.27652,-48,-5477.742,5.1272,-6.048,-5.828,1,-745.76,10.225,-3275.49,-3.86901,-2354.22,0,11.0178,3606.96,2.04,13450.41,15.59,True
12.13623,-3.9098,5568.81,1.5268,-13.931,-5497.5,5.441,-1.7976,-4.7068,1,-1811.56,3.324,-6179.59,-3.97269,-2278.59,1,13.308,3734.574,2.04,13109.61,,True
15.159,-4.871,10403.7,1.7648,-41.1,-5323.74,4.40865,-6.837,-8.036,1,-2046.52,-2.292,-3811.6,-5.379,-2316.6,1,10.682,3530.2,0.04,13166.01,,True
14.1141,-3.54941,10928.01,1.824,-26.858,-4959.46,5.2143,-5.184,-5.5618,0,-1861.56,0.262,-3222.89,-5.1039,-2571.45,0,9.7818,3372.2,0.04,13215.81,15.58,True
12.831,-3.887,10825.44,3.22,-29.8,-5415.46,4.4684,-4.512,-6.44,1,-2173.86,8.673,-4597.59,-3.792981,-2328.75,1,11.146,2805.4,2.04,12519.021,,False
20.676,-4.5203,3501.81,1.1204,-20.754,-5444.12,4.7235,-9.798,-4.66758,0,-1645.46,9.263,-3839.99,-3.82023,-2406.6396,1,9.379,3996.2,2.04,13689.21,15.2,True
13.8879,-4.1219,9350.31,4.792,-13.3296,-5530.1,5.847,-2.0742,-5.0122,1,-1992.9,1.679,-3118.09,-3.801309,-2015.82,0,10.1442,4172.2,2.04,12576.51,,False
12.7668,-4.4502,10560.264,1.1588,-16.868,-5479.952,4.7984,-6.768,-5.884,1,-1977.08,3.497,-3978.59,-3.7805049,-2397.135,1,10.7398,3548.24,0.04,12294.24,14.82,False
19.137,-4.3393,9857.01,7.144,-36.26,-5411.64,5.796,-1.9983,-5.2902,1,-2059.96,7.492,-3747.37,-10.92,-1552.02,0,9.3488,302,2.04,12881.91,15.47,True
12.13692,-3.6543,10648.47,8.962,-18.866,-4840.66,6.295,-3.0123,-5.9,1,-1989.46,7.556,852.41,-6.3564,-2757.72,1,13.1,3685.62,2.04,12956.91,,True
15.822,-3.59285,10685.7,2.712,-14.59,-5484.736,4.4871,-6.711,-6.697,1,-2108.78,5.6391,-3480.39,-4.3932,-2399.202,0,9.2508,-1718,0.04,15421.11,14.55,True
13.5147,-4.0156,9578.01,1.5914,-29.17,-5462.386,4.944,-3.4608,-5.583,1,-2086.64,-6.98,-3033.39,-5.9853,-1998.42,1,9.7168,3716.6,0.04,13006.11,16.02,True
12.15621,-4.15,-1370.19,0.4766,-36.06,-5489.5,7.137,-1.611,-4.62748,1,-2616.06,3.163,-5587.59,-9.324,-112.92,0,12.106,3463,2.04,12659.07,,True
12.4215,-5.282,10224.51,1.2538,-28.088,-5460.14,5.369,-14.307,-6.481,0,-2154.16,2.939,-4423.59,-3.89922,-2350.23,1,10.3528,3417.6,0.04,12456.33,14.4,False
16.149,-4.2953,5901.81,2.0842,-38.42,-5495.62,5.0444,-1.6992,-4.7635,0,-1913.96,5.7475,-3511.99,-5.1087,-1429.02,0,9.7536,4317,2.04,13177.11,,True
22.197,-5.01,5520.81,0.3742,-27.184,-5447.52,4.6142,-1.8321,-4.7524,1,-1005.76,3.824,-3768.54,-3.88458,-1543.62,0,12.016,3861.36,2.04,12932.31,,False
12.7542,-4.2539,10131.51,0.568,-19.186,-5333.04,4.7697,-4.0671,-5.2483,0,-1826.56,5.1282,-4708.19,-3.7809372,-2382.396,0,9.3452,1474,2.04,13575.81,,False
14.6568,-5.418,6762.81,1.971,-15.868,-5508.76,4.4417,-3.5691,-4.7829,1,-2269.46,6.6149,-3989.99,-3.87162,-1893.12,1,10.9564,3074.6,2.04,13667.91,15.29,False
18.282,-4.2138,6042.81,4.208,-17.484,-5510.76,4.9746,-1.5918,-4.7108,0,-1953.04,12.61,-3812.04,-6.99,-2236.89,1,17.69,3749.9752,2.04,13300.71,13.86,True
18.609,-3.57381,10778.52,6.566,-125.14,-5607.82,5.077,-6.543,-4.65015,1,-2077.2,10.285,-3770.11,-3.92415,-2318.79,0,9.6614,1794.4,0.04,12493.05,,False
14.1402,-4.639,10989.81,1.2736,-49.4,-5605.3,6.013,-4.977,-5.2182,0,-2348.36,0.629,-3848.49,-3.789537,-2315.04,1,9.21532,-3790,2.04,12488.85,14.18,False
17.652,-4.4483,10394.49,2.414,-32.314,-5504.2,4.8764,-8.085,-5.1265,1,-2130.96,8.339,-3558.19,-7.191,-2325.33,1,12.25,3620.08,0.04,11942.01,,False
13.7919,-3.789,10207.11,3.662,-73.76,-5458.148,4.38767,-3.0768,-4.8076,1,-1956.41,6.2502,-3631.77,-4.9542,-2429.781,1,9.8844,4334.2,0.04,7204.41,,False
12.15858,-4.717,11586.51,1.005,-25.732,-5602.56,4.9607,-1.47468,-4.8157,0,-2109.81,5.633,1456.41,-5.7114,-1789.32,0,13.578,3695.1,2.04,11990.01,,True
17.934,-3.537885,9836.61,0.856,-16.278,-5491.84,5.0654,-4.872,-5.4874,0,-1927.66,3.267,-3668.2,-7.761,-2289.45,1,9.815,3598.62,2.04,12998.01,16.31,True
15.369,-3.7225,10371.48,0.6746,-24.316,-5425.64,6.141,-4.422,-7.348,1,-1548.06,11.345,-3469.89,-3.83028,-2377.8,1,9.907,4050.8,0.04,12772.26,14.74,True
12.9093,-4.99,10574.343,1.2074,-32.74,-5451.992,5.2564,-1.4592,-7.858,1,-2143.86,1.508,-3408.89,-3.81792,-1811.22,0,11.488,3308.8,2.04,13017.81,14.9,True
12.5808,-3.60979,10470.15,2.382,-51.04,-5478.724,4.6201,-2.8182,-5.668,0,-2219.56,7.977,-2286.59,-4.404,-1969.02,1,10.0684,2524,0.04,13099.11,,True
21.66,-3.54294,10497.33,1.064,-21.406,-5926.86,6.586,-5.763,-5.822,1,-1984.02,-0.467,-3821.27,-4.1859,-2406.3279,0,9.2556,138,2.04,12666.42,,True
16.278,-5.332,10383.48,0.8712,-32.468,-5473.598,4.7582,-1.6323,-6.208,0,-2346.86,14.139,-3735.886,-5.529,-1136.52,0,9.3798,62,2.04,13879.11,14.91,False
15.72,-4.816,14340.81,2.424,-58.92,-5506.46,4.9431,-2.871,-4.7167,0,-2125.68,11.538,-3822.07,-4.6449,-2425.857,0,9.9202,2245.8,0.04,12400.11,,False
12.6165,-5.463,9379.11,1.4674,-17.086,-5430.66,6.836,-2.13,-5.2797,0,-1898.96,16.58,-4268.99,-7.197,-1829.22,1,11.02,3870.98,2.04,12557.415,14.56,False
16.641,-5.102,10271.55,1.9636,-34.54,-5501.96,5.2631,-2.7822,-7.693,1,-1887.66,6.756,-3777.29,-4.6956,-2122.5,0,10.134,4194.8,2.04,12604.65,14.52,False
17.37,-3.9623,10816.53,1.7714,-40.44,-5514.32,5.344,-2.2629,-5.5511,0,-1824.36,5.5773,-3531.79,-3.8586,-2891.22,1,9.6846,4289.2,2.04,12570.72,,False
14.7387,-4.2228,11542.41,4.944,-18.248,-5459.466,5.822,-1.9212,-4.9023,1,-1985.95,1.463,-3171.49,-5.4984,-3074.52,0,9.8218,3711.94,2.04,12722.4,16.21,True
15.96,-3.7771,9920.01,3.692,-22.344,-5159.66,5.0356,-1.824,-5.707,1,-2131.16,1.62,-3499.59,-4.206,-525.42,0,16.768,3628.52,0.04,13071.21,,True
22.575,-4.702,9339.21,0.30886,-82.5,-5481.324,6.252,-10.14,-5.2064,1,-2820.76,4.623,-3668.36,-6.1563,-2312.97,1,12.116,3717.96,2.04,12524.379,,False
12.3468,-3.8177,10587.108,1.0492,-35.42,-5474.576,4.9389,-6.033,-4.8971,0,-2079.79,11.32,-2120.59,-4.6422,-2391.231,1,11.7,3483,2.04,13080.21,15.62,True
16.089,-4.2341,12343.71,5.866,-88.14,-5482.71,5.1471,-4.959,-4.7875,0,-2016.11,-6.03,-3559.09,-4.1517,-2465.25,1,10.2678,3565.84,0.04,12321.63,16.34,True
23.454,-3.7485,10064.01,5.434,-18.718,-5384.4,5.315,-2.6742,-5.1368,1,-2098.56,11.069,-3644.01,-3.790932,-1962.72,1,12.934,3386,2.04,13200.21,14.81,True
12.22281,-5.116,9697.41,4.11,-81.94,-5412.44,4.9954,-3.003,-5.4431,1,-2066.49,3.417,-5111.59,-5.6526,-1963.02,1,17.146,3663.56,2.04,12915.51,,True
14.1711,-4.63,10028.61,0.8288,-43.12,-5666.64,5.0902,-4.947,-5.697,1,-2538.46,1.263,-3245.59,-3.85002,-2164.17,1,9.3796,1224,0.04,13022.31,14.06,True
15.774,-4.2903,10680.66,1.048,-25.016,-5476.214,4.6468,-4.752,-7.341,1,-1599.16,1.661,-3885.89,-3.780744,-2632.68,0,10.774,3477.8,2.04,14226.21,,True
22.155,-4.94,11188.71,1.139,-18.672,-5516.74,5.529,-6.756,-4.928,1,-1738.86,0.607,-3734.233,-4.6365,-2509.32,0,9.6644,3041.8,0.04,12987.51,,False
12.6033,-5.415,9833.31,1.2364,-54.4,-5461.826,5.1184,-3.8727,-4.9666,0,-2180.46,3.332,-3374.69,-3.82491,-2264.61,1,13.454,3499.6,0.04,13263.51,14.51,False
12.4443,-3.9921,8828.31,7.066,-54.96,-5483.348,4.37156,-4.2651,-5.2132,0,-2018.74,7.677,-1343.59,-4.6359,-2150.34,1,9.6674,4247.6,2.04,19072.41,,True
12.3705,-6.23,10344.21,0.33742,-17.376,-5538.48,5.38,-3.2676,-5.0014,1,-806.76,0.746,-3856.09,-4.3914,-2450.43,0,9.7514,3852.78,2.04,12482.34,13.95,False
18.324,-5.117,10597.68,1.713,-35.6,-5506.96,4.9104,-6.252,-7.158,1,-2192.16,1.083,-3779.05,-10.173,-2339.52,1,9.7148,2058.2,2.04,12448.38,,False
19.476,-3.8633,6705.81,0.7968,-13.6002,-5504.18,7.395,-1.749,-4.7596,1,-1742.16,-3.055,-3762.72,-3.78444,-1861.32,1,10.3228,3577.3,0.04,12738.45,13.86,True
14.1027,-4.3627,10746.51,0.776,-40.46,-5467.098,6.526,-2.9331,-6.355,1,-2364.06,4.9617,-3338.29,-3.85239,-2402.769,1,11.326,3179.2,0.04,12748.89,17.56,True
13.5609,-4.4835,10934.01,0.8986,-27.21,-5524.7,4.5486,-6.57,-5.1957,0,-1751.76,6.4152,-3734.871,-4.5765,-2470.2,1,13.348,3702.32,0.04,12615.03,,False
15.444,-3.7314,10603.23,0.8184,-53.98,-5446.12,5.644,-2.0472,-8.054,1,-1544.66,6.8339,-3677,-11.16,-2974.02,1,9.16188,4363,0.04,12615.87,,False
15.225,-4.0303,10217.61,0.4596,-27.734,-4974.46,5.645,-4.053,-6.443,1,-1566.16,6.977,-3811.18,-4.3146,-2260.23,1,9.7416,3984.6,2.04,12491.91,,False
12.5307,-3.722,10592.16,2.7,-51.78,-5504.12,5.56,-2.5935,-7.343,1,-2133.96,3.482,-4590.89,-4.7682,-2138.46,0,9.8506,2223,2.04,12512.829,14.22,False
12.7695,-3.9112,10593.51,0.79,-27.48,-5487.386,5.352,-5.352,-7.02,1,-2258.26,5.0409,-4014.79,-4.5696,-2389.878,1,10.103,2487.6,0.04,13042.71,15.31,True
12.2886,-5.14,12033.51,5.048,-16.788,-5378.28,5.856,-5.034,-4.7355,0,-2129.86,4.542,-583.59,-5.1681,-2260.95,1,9.4108,-32,2.04,12541.566,,False
13.4448,-4.2659,11261.91,6.662,-127.96,-4140.66,4.5466,-1.5498,-5.117,0,-2045.92,-1.647,-3184.49,-5.283,-3025.02,0,9.7446,2110.6,2.04,14800.41,16.14,True
15.999,-4.776,10044.81,5.534,-68.54,-5481.802,5.739,-1.55574,-5.923,1,-2095.21,11.643,-3817.21,-4.3818,1117.08,0,11.932,3298.2,0.04,12823.32,,False
19.062,-4.3283,9434.31,1.7686,-13.4502,-5468.3274,4.5736,-2.6928,-5.2664,0,-2251.66,5.0929,-3817.85,-4.6767,-1593.12,0,13.672,3561.8,0.04,11885.61,,False
14.2656,-3.6996,10287.45,4.384,-41.48,-5524.26,7.495,-1.57479,-5.636,0,-2069.23,4.413,-3419.49,-5.0628,-806.22,1,11.51,3434.4,2.04,12642.21,,False
12.6297,-3.9232,10561.338,0.29362,-14.3424,-6344.06,7.528,-5.232,-7.022,0,-998.76,12.856,-4377.89,-4.5336,-2422.392,0,9.3624,3106.6,0.04,12499.29,,False
14.9553,-3.54997,9534.21,0.653,-20.988,-5579.7,6.85,-3.2721,-4.8718,1,-1715.46,13.325,-3443.69,-3.88743,-2368.62,1,10.2402,3751.824,2.04,12667.77,14.58,True
12.4209,-4.4001,10736.01,0.9416,-25.638,-5443.96,6.043,-7.884,-4.7057,0,-2166.56,15.486,-4074.19,-4.9989,-2371.95,0,11.568,3469.2,0.04,12473.76,,False
18.306,-3.8176,10478.85,4.618,-37.9,-5449.954,5.1875,-2.1684,-6.103,1,-1970.33,3.595,-3663.91,-5.3157,-2535.33,0,9.7186,4172.2,0.04,12508.923,15.68,True
13.3626,-5.984,11658.81,1.4262,-62.46,-5461.214,4.6291,-7.716,-4.9236,1,-2405.16,10.998,-2931.39,-7.461,-2330.1,0,11.814,3298.8,0.04,11631.81,16.28,True
16.494,-3.6717,9481.71,0.9772,-65.22,-5473.106,5.325,-1.9473,-5.3022,0,-2395.76,5.6275,-3841.59,-4.4937,-1018.32,0,16.394,3581.56,2.04,13012.41,12.45,False
14.3871,-4.568,10745.67,0.39,-20.906,-5513.04,4.8734,-1.9035,-6.094,0,-1528.76,-0.451,-3839.29,-8.031,-2815.02,1,10.3822,3412.8,2.04,12470.46,,False
12.2238,-3.7506,10257.81,0.29572,-14.774,-5469.7294,4.8754,-4.431,-7.152,1,-2913.86,7.128,-1720.59,-4.3236,-2148.3,0,12.58,3688.56,0.04,12659.85,,True
12.8721,-3.828,10872.51,1.9184,-12.67188,-5520.3,5.088,-5.103,-5.867,1,-1922.86,10.483,-4024.39,-5.4006,-2520,1,9.2458,2094.6,2.04,12492.27,15.09,False
16.758,-4.0288,10826.76,0.386,-41.42,-5655.86,5.909,-2.3982,-5.897,1,-979.76,1.901,-3645.51,-4.1589,-2977.32,0,12.452,3552.66,0.04,13002.51,,True
14.6601,-4.959,8088.51,1.1834,-27.702,-5482.982,4.39474,-7.728,-4.7956,0,-2369.76,4.579,-3251.39,-4.0893,-2252.73,1,9.2534,1598,0.04,11375.01,,True
25.326,-5.17,10966.41,7.71,-43.4,-5632.54,5.1886,-1.7412,-5.3454,1,-2005.14,-1.581,-3651.82,-4.9875,-3326.22,1,10.7556,3582,2.04,12947.01,,True
15.141,-3.7476,11324.01,1.6512,-38.22,-5417.92,4.7303,-1.8159,-4.9933,1,-1872.36,5.3245,-3821.62,-4.1268,-3208.02,1,13.716,3702.48,0.04,12423.42,,False
12.6585,-3.62223,9820.41,0.5064,-79.14,-5491.8,4.7187,-9.606,-5.3262,0,-2453.16,5.2431,-2767.79,-5.7924,-2335.74,1,9.6946,2776.2,0.04,13601.31,,True
17.622,-3.7069,10939.71,2.1318,-14.208,-5768.06,5.0172,-1.6959,-5.5049,1,-2120.48,-2.502,-3756.24,-3.789678,-2216.97,1,9.18764,-2728,2.04,12404.52,,False
17.625,-4.3321,9659.31,0.7064,-12.8224,-5518.82,5.499,-1.6839,-5.594,1,-1473.96,6.1015,-3493.49,-7.845,-1333.32,1,13.422,3985.6,2.04,12606.48,14.17,False
13.3623,-3.7274,9914.61,4.114,-61.7,-5629,4.4526,-5.523,-5.885,0,-2011.3,8.566,-3381.29,-4.581,-2261.91,1,10.033,3937.02,2.04,13523.01,16.19,True
14.982,-4.4456,10686.15,0.34242,-40.82,-5459.208,4.4697,-1.9995,-7.032,1,-4519.76,9.644,-3977.69,-5.3628,-1837.62,1,9.3054,-2952,2.04,12498.6,12.36,False
16.596,-3.8039,-299.19,1.1224,-79.36,-5536.04,5.429,-6.894,-4.65808,1,-1967.83,9.787,-3831.99,-4.5663,-2284.53,0,10.215,3734.266,0.04,12640.83,14.01,False
15.465,-4.1944,7269.81,2.422,-35.94,-5509.62,4.9888,-3.2448,-4.7844,0,-2175.26,6.5102,-3854.49,-4.3017,-1866.72,0,9.2708,568,0.04,12280.95,13.51,False
12.6369,-3.6315,10448.13,1.9576,-35.12,-5541.34,5.323,-3.3441,-5.1378,1,-2159.96,8.1,-2488.59,-5.481,-2191.44,1,10.8988,3323,0.04,12587.91,15.03,False
13.5327,-4.1787,10699.47,0.9692,-16.486,-5367.04,4.8349,-4.392,-6.231,0,-1910.16,0.979,-2855.69,-4.3824,-2454.18,1,12.564,3745.658,2.04,12462,15.12,False
15.111,-3.612,10831.56,1.6436,-27.248,-6018.46,4.8188,-5.331,-4.65896,1,-1883.16,8.332,-3388.29,-4.2021,-2466.51,1,9.8506,3754.084,2.04,13191.21,,True
12.8694,-4.2746,11460.81,0.9158,-41.52,-5695.66,4.585,-4.1448,-5.0508,1,-2317.76,5.93503,-3584.89,-4.575,-2431.458,0,10.036,2182.2,2.04,14240.31,,True
12.9786,-4.2987,10300.65,0.4504,-50.44,-5471.2726,5.884,-14.016,-5.659,0,-890.76,-0.21,-3803.16,-4.01622,-2410.5174,1,11.47,3995.2,2.04,12367.95,13.55,False
16.197,-3.5931,11402.91,6.464,-12.64816,-5337.66,4.8207,-2.9439,-4.9299,0,-2075.56,8.875,-3459.79,-4.3599,-2192.31,0,9.16796,-1252,2.04,11853.21,,True
13.1121,-3.7251,11777.01,2.354,-15.834,-5516.98,4.8427,-3.093,-4.8662,1,-1914.86,9.518,-4324.79,-4.4526,-2725.92,1,9.16054,-590,2.04,13148.91,,True
15.285,-4.3533,-4400.19,0.4466,-56.68,-5455.388,4.8801,-4.323,-4.64492,0,-1547.86,7.417,-3867.19,-4.1052,-2193.66,1,9.891,3807.4,2.04,13206.51,13.34,False
12.24153,-3.5995,8272.71,3.144,-42.94,-5484.528,4.4297,-2.7057,-4.8209,0,-1938.72,-0.926,337.41,-4.7352,-2238.63,1,10.0586,4527.2,0.04,12050.61,,True
14.5203,-3.54029,10046.31,0.633,-46.58,-5481.954,5.38,-3.3282,-5.622,1,-1352.86,5.7981,-3458.89,-6.2889,-2307.36,1,9.6498,5329.4,2.04,12238.71,13.73,False
18.384,-3.7999,10490.07,0.9844,-13.2368,-5443.14,8.813,-4.599,-5.0071,1,-2120.54,5.5974,-3535.29,-4.9686,-2363.19,0,9.5906,2657.4,0.04,12624.57,,False
12.4455,-5.462,8931.21,2.0336,-84.84,-5256.66,4.434,-4.407,-4.8186,0,-2096.67,-4.19,-3820.51,-3.81903,-2262.78,0,9.6382,2334.4,2.04,15766.41,,False
12.9504,-3.7171,10128.21,1.155,-25.636,-5520.62,5.567,-3.4143,-6.269,1,-2299.66,-2.199,-4074.79,-3.95127,-2022.72,1,11.402,3240.2,2.04,12981.81,14.65,True
13.0098,-4.943,10510.02,2.1074,-19.898,-5572.42,4.4419,-13.2,-6.146,0,-2055.96,5.3423,-3864.39,-5.5512,-2388.228,1,9.479,2542.2,0.04,12009.21,,False
15.489,-3.7132,7653.21,2.894,-31.224,-5424.24,5.728,-2.1558,-4.9538,1,-1890.76,-0.852,-3514.69,-4.2075,-1803.12,1,11.826,4235.8,2.04,12418.62,13.39,False
14.0676,-3.687,11023.41,3.834,-28.868,-5424.96,4.8909,-3.4758,-4.7563,1,-2095.49,8.486,-3949.29,-4.04094,-2309.7,0,10.3338,2546.8,0.04,13280.31,14.96,False
17.814,-3.9995,7377.81,1.6198,-34.84,-5474.18,5.1226,-12.48,-4.7168,0,-2239.76,4.345,-3544.79,-3.808566,-2329.95,0,10.5724,3402.2,2.04,12436.32,,True
14.118,-4.4179,10435.56,1.8366,-18.534,-5412.2,5.789,-12.354,-5.5694,1,-1858.76,4.186,-3831.09,-4.01982,-2414.937,0,9.1988,6168,2.04,12302.88,14.41,False
